case_id,sampling_bucket,sampling_rationale,conversation_json,customer_text,account_tier,suggested_intent_for_navigation_only,human_intent,human_requested_action,human_routing_mode,human_routing_reason,acceptable_evidence_ids,reference_answer,quality_notes,annotator_id,review_status
2943323,BILLING_DISPUTE,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""2943323"", ""author_id"": ""813132"", ""text"": ""@AppleSupport https://t.co/aOkTAn38hC charged my mum RM3000....and she doesnt even use any apple products man"", ""created_at"": ""2017-11-29T08:07:36+00:00""}]",@AppleSupport https://t.co/aOkTAn38hC charged my mum RM3000....and she doesnt even use any apple products man,STANDARD,BILLING_DISPUTE,BILLING_DISPUTE,REFUND,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_billing_refund,You can review your purchase history and submit a refund request for App Store charges directly at https://reportaproblem.apple.com.,Direct self-service refund inquiry routed to official reportaproblem portal.,lead_adjudicator,APPROVED
2550304,DEVICE_BOOT,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""2550306"", ""author_id"": ""279055"", ""text"": ""People actually told me #ios11 on ipad is stable. Fts. @115858 can you fix your broken mobile operating system? https://t.co/WUEOUhyZAn"", ""created_at"": ""2017-10-30T14:20:52+00:00""}, {""tweet_id"": ""2550303"", ""author_id"": ""AppleSupport"", ""text"": ""@279055 We want you to love iOS 11 as much as we do, and we’ll assist. Do you have orientation lock enabled in Control Center?"", ""created_at"": ""2017-10-30T14:53:00+00:00""}, {""tweet_id"": ""2550304"", ""author_id"": ""279055"", ""text"": ""@AppleSupport It’s no biggie. Restarted the iPad, good as new. But I just miss #ios10 ‘s stability. My iPad used to be so reliable."", ""created_at"": ""2017-10-30T15:04:47+00:00""}]","@AppleSupport It’s no biggie. Restarted the iPad, good as new. But I just miss #ios10 ‘s stability. My iPad used to be so reliable.",STANDARD,DEVICE_BOOT,DEVICE_BOOT,TROUBLESHOOTING,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_device_boot,"Let's help get your device working smoothly again. Try a force restart by pressing and releasing Volume Up, then Volume Down, and hold the Side button until the Apple logo appears: https://support.apple.com/HT201412",Frozen device or boot failure issue covered by official Apple Force Restart guide.,lead_adjudicator,APPROVED
121513,HIGH_RISK,Hard safety case,"[{""tweet_id"": ""121514"", ""author_id"": ""143052"", ""text"": ""Sorry @115858 @AppleSupport I've had enough! Been trying to get my Mac to produce a very simple movie using iMovie... keeps crashing. Helpdesk suggested I update to High Sierra... did so and it took over an hour. Same problem but now my machine seems unstable! Game over! YouSuck"", ""created_at"": ""2017-11-23T23:42:12+00:00""}, {""tweet_id"": ""121512"", ""author_id"": ""AppleSupport"", ""text"": ""@143052 We know how important it is for your Mac to work as expected and we'd like to help. To start, please DM us with details about what's happening and the model of Mac you're using. https://t.co/GDrqU22YpT"", ""created_at"": ""2017-11-23T23:54:00+00:00""}, {""tweet_id"": ""121513"", ""author_id"": ""143052"", ""text"": ""@AppleSupport No no no... to add insult to injury. Your new and improved Sierra has just monumentally screwed up my portable harddrive!!!! I am livid with Apple right now!!!! This machine is going to the bin!!!!!!!!!"", ""created_at"": ""2017-11-23T23:56:57+00:00""}]",@AppleSupport No no no... to add insult to injury. Your new and improved Sierra has just monumentally screwed up my portable harddrive!!!! I am livid with Apple right now!!!! This machine is going to the bin!!!!!!!!!,STANDARD,UNKNOWN,UNKNOWN,SAFETY_ESCALATION,HANDOFF,HIGH_RISK_FLAG,apple_faq_general_handoff,Your safety is our top priority. We are immediately escalating this matter to a senior specialist. Please DM us your contact information.,Safety or legal risk keyword detected; requires immediate human intervention.,lead_adjudicator,APPROVED
2010289,UNKNOWN,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""2010290"", ""author_id"": ""594445"", ""text"": ""@AppleSupport After IOS11 update in SE,5S,6,it had started to lag and take more time load apps than before. Plz provide update to solve it."", ""created_at"": ""2017-11-05T00:59:36+00:00""}, {""tweet_id"": ""2010287"", ""author_id"": ""AppleSupport"", ""text"": ""@594445 We can see this is an issue with having your devices lag after updating. Send us a DM with the full iOS version. We'll help. https://t.co/GDrqU22YpT"", ""created_at"": ""2017-11-05T03:41:00+00:00""}, {""tweet_id"": ""2010289"", ""author_id"": ""594445"", ""text"": ""@AppleSupport It’s not my device’s issue. So many friends shared same opinion."", ""created_at"": ""2017-11-05T03:47:13+00:00""}]",@AppleSupport It’s not my device’s issue. So many friends shared same opinion.,STANDARD,UNKNOWN,UNKNOWN,GENERAL_INQUIRY,HANDOFF,LOW_INTENT_CONFIDENCE,apple_faq_general_handoff,We'd like to learn more about what you're experiencing. Please DM us your device model and details so we can help.,"Ambiguous, out-of-scope, or multilingual tweet requiring human agent intake.",lead_adjudicator,APPROVED
150040,UPDATE_FAILURE,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""150040"", ""author_id"": ""150211"", ""text"": ""Okay but my battery is fucking up lately and all started ever since I Updated to iOS 11 @115858 🤨"", ""created_at"": ""2017-11-24T12:48:44+00:00""}]",Okay but my battery is fucking up lately and all started ever since I Updated to iOS 11 @115858 🤨,STANDARD,UPDATE_FAILURE,BATTERY_DRAIN,TROUBLESHOOTING,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_battery_drain,We know how important good battery performance is. Check your battery health and app usage under Settings > Battery. Avoid extreme temperatures and review our tips here: https://support.apple.com/HT208387,Genuine battery performance inquiry resolvable by official Apple Battery guidelines.,lead_adjudicator,APPROVED
110896,ACCOUNT_ACCESS,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""110897"", ""author_id"": ""140667"", ""text"": ""@AppleSupport hello my iPhone 7 plus won't let me update to the new iOS it says to retry but I do but it still won't? https://t.co/3urWPXivR9"", ""created_at"": ""2017-11-23T19:51:55+00:00""}, {""tweet_id"": ""110895"", ""author_id"": ""AppleSupport"", ""text"": ""@140667 We can help get your iPhone up to date. Let's start with the steps here: https://t.co/Ui1yTnOCUz, and if those don't help, let us know in DM and we'll from there. https://t.co/GDrqU22YpT"", ""created_at"": ""2017-11-23T20:20:35+00:00""}, {""tweet_id"": ""110896"", ""author_id"": ""140667"", ""text"": ""@AppleSupport It just does this and doesn't let me update, when I put my password in it doesn't do anything just empties the password box ? https://t.co/sYqfxllQ2m"", ""created_at"": ""2017-11-23T20:37:48+00:00""}]","@AppleSupport It just does this and doesn't let me update, when I put my password in it doesn't do anything just empties the password box ? https://t.co/sYqfxllQ2m",STANDARD,ACCOUNT_ACCESS,ACCOUNT_ACCESS,ACCOUNT_RECOVERY,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_account_password,We're here to help you regain access to your account securely. You can reset your password or unlock your Apple ID at https://iforgot.apple.com or from a trusted Apple device.,Standard Apple ID recovery handled via official iforgot self-service flow.,lead_adjudicator,APPROVED
2256440,BATTERY_DRAIN,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""2256440"", ""author_id"": ""657181"", ""text"": ""@AppleSupport ios11.3 and my battery is draining in hours - what’s up!!"", ""created_at"": ""2017-10-19T17:20:03+00:00""}]",@AppleSupport ios11.3 and my battery is draining in hours - what’s up!!,STANDARD,BATTERY_DRAIN,BATTERY_DRAIN,TROUBLESHOOTING,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_battery_drain,We know how important good battery performance is. Check your battery health and app usage under Settings > Battery. Avoid extreme temperatures and review our tips here: https://support.apple.com/HT208387,Genuine battery performance inquiry resolvable by official Apple Battery guidelines.,lead_adjudicator,APPROVED
2683924,BILLING_DISPUTE,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""2683924"", ""author_id"": ""754884"", ""text"": ""Getting a bit annoyed at @AppleSupport now - I charged my phone last night up to about 60%, then when I woke up this morning it was on 1%. Unless I was watching videos and playing games on it in my sleep, that makes zero sense. I never leave apps open either so WTH APPLE."", ""created_at"": ""2017-11-19T10:05:23+00:00""}]","Getting a bit annoyed at @AppleSupport now - I charged my phone last night up to about 60%, then when I woke up this morning it was on 1%. Unless I was watching videos and playing games on it in my sleep, that makes zero sense. I never leave apps open either so WTH APPLE.",STANDARD,BILLING_DISPUTE,BILLING_DISPUTE,REFUND,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_billing_refund,You can review your purchase history and submit a refund request for App Store charges directly at https://reportaproblem.apple.com.,Direct self-service refund inquiry routed to official reportaproblem portal.,lead_adjudicator,APPROVED
247085,DEVICE_BOOT,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""247086"", ""author_id"": ""174691"", ""text"": ""@AppleSupport please do something about these constant prompts for AppleID Verification, they're driving me nuts."", ""created_at"": ""2017-10-05T14:44:35+00:00""}, {""tweet_id"": ""247083"", ""author_id"": ""AppleSupport"", ""text"": ""@174691 Surely! We're glad to help with those prompts. Which device is this occurring on &amp; what version of OS are you running?"", ""created_at"": ""2017-10-05T15:53:00+00:00""}, {""tweet_id"": ""247085"", ""author_id"": ""174691"", ""text"": ""@AppleSupport I'm stuck with an old account from a job from a couple of years ago, apparently can't disengage. But don't use Apple iCloud anyway."", ""created_at"": ""2017-10-06T00:19:49+00:00""}]","@AppleSupport I'm stuck with an old account from a job from a couple of years ago, apparently can't disengage. But don't use Apple iCloud anyway.",STANDARD,DEVICE_BOOT,ACCOUNT_ACCESS,ACCOUNT_RECOVERY,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_account_password,We're here to help you regain access to your account securely. You can reset your password or unlock your Apple ID at https://iforgot.apple.com or from a trusted Apple device.,Standard Apple ID recovery handled via official iforgot self-service flow.,lead_adjudicator,APPROVED
2118491,HIGH_RISK,Hard safety case,"[{""tweet_id"": ""2118491"", ""author_id"": ""624347"", ""text"": ""My laptop charger caught on fire today... @115858 you going to give me 85 dollars to get a new one?"", ""created_at"": ""2017-11-08T05:42:44+00:00""}]",My laptop charger caught on fire today... @115858 you going to give me 85 dollars to get a new one?,STANDARD,BATTERY_DRAIN,UNKNOWN,SAFETY_ESCALATION,HANDOFF,HIGH_RISK_FLAG,apple_faq_general_handoff,Your safety is our top priority. We are immediately escalating this matter to a senior specialist. Please DM us your contact information.,Safety or legal risk keyword detected; requires immediate human intervention.,lead_adjudicator,APPROVED
245075,UNKNOWN,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""245073"", ""author_id"": ""174187"", ""text"": ""@applesupport been 3 days with a silent morning alarm despite no issues in past versions and correctly following all troubleshooting."", ""created_at"": ""2017-10-03T17:33:12+00:00""}, {""tweet_id"": ""245071"", ""author_id"": ""AppleSupport"", ""text"": ""@174187 Let's make sure you're fully up-to-date. We've released 11.0.2 today. Info on how to update here: https://t.co/80YRnjDFDk"", ""created_at"": ""2017-10-03T18:26:02+00:00""}, {""tweet_id"": ""245072"", ""author_id"": ""174187"", ""text"": ""@AppleSupport Still not working. Alarms go off, but at lowest/barely volume at all no matter what the vol setting says. Tried ringer, volume, change tone"", ""created_at"": ""2017-10-04T01:49:34+00:00""}, {""tweet_id"": ""245074"", ""author_id"": ""AppleSupport"", ""text"": ""@174187 To confirm, the alarms are low volume even when the ringer volume/alerts is set to max in settings? DM us and we'll continue. https://t.co/GDrqU22YpT"", ""created_at"": ""2017-10-04T02:35:00+00:00""}, {""tweet_id"": ""245075"", ""author_id"": ""174187"", ""text"": ""@AppleSupport I figured it out"", ""created_at"": ""2017-10-04T03:10:03+00:00""}]",@AppleSupport I figured it out,STANDARD,UNKNOWN,UNKNOWN,GENERAL_INQUIRY,HANDOFF,LOW_INTENT_CONFIDENCE,apple_faq_general_handoff,We'd like to learn more about what you're experiencing. Please DM us your device model and details so we can help.,"Ambiguous, out-of-scope, or multilingual tweet requiring human agent intake.",lead_adjudicator,APPROVED
925540,UPDATE_FAILURE,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""925542"", ""author_id"": ""339643"", ""text"": ""@AppleSupport i just bought iphone 8 256 GB and i can’t download apps 💔💔💔 i checked internet connection and date and time ): plz help https://t.co/nhOMICbqhB"", ""created_at"": ""2017-10-13T21:34:33+00:00""}, {""tweet_id"": ""925541"", ""author_id"": ""AppleSupport"", ""text"": ""@339643 We'll be glad to help get those apps installed. Is this happening with all apps or any particular ones?"", ""created_at"": ""2017-10-13T21:51:27+00:00""}, {""tweet_id"": ""925540"", ""author_id"": ""339643"", ""text"": ""@AppleSupport all of them, i cannot download anything): 😭😭😭😭"", ""created_at"": ""2017-10-13T22:11:42+00:00""}]","@AppleSupport all of them, i cannot download anything): 😭😭😭😭",STANDARD,UPDATE_FAILURE,UNKNOWN,GENERAL_INQUIRY,HANDOFF,LOW_INTENT_CONFIDENCE,apple_faq_general_handoff,We'd like to learn more about what you're experiencing. Please DM us your device model and details so we can help.,"Ambiguous, out-of-scope, or multilingual tweet requiring human agent intake.",lead_adjudicator,APPROVED
2281240,ACCOUNT_ACCESS,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""2281243"", ""author_id"": ""663122"", ""text"": ""@139938 anyone else having issues sending emails from @115858 devices? #NotSending"", ""created_at"": ""2017-11-11T10:18:34+00:00""}, {""tweet_id"": ""2281242"", ""author_id"": ""AppleSupport"", ""text"": ""@663122 Thank you for reaching out to us. We'd be happy to look into this with you. Can you give us some more details? What happens when you try to send an email? Do you get an error message?"", ""created_at"": ""2017-11-11T16:26:00+00:00""}, {""tweet_id"": ""2281240"", ""author_id"": ""663122"", ""text"": ""@AppleSupport It says the password is incorrect yet it cannot be edited in the settings"", ""created_at"": ""2017-11-11T17:55:26+00:00""}]",@AppleSupport It says the password is incorrect yet it cannot be edited in the settings,STANDARD,ACCOUNT_ACCESS,ACCOUNT_ACCESS,ACCOUNT_RECOVERY,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_account_password,We're here to help you regain access to your account securely. You can reset your password or unlock your Apple ID at https://iforgot.apple.com or from a trusted Apple device.,Standard Apple ID recovery handled via official iforgot self-service flow.,lead_adjudicator,APPROVED
286370,BATTERY_DRAIN,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""286370"", ""author_id"": ""184223"", ""text"": ""@AppleSupport should listening to one album on Apple Music take your phone battery from 100% to 30% on the iPhone 6 Plus?"", ""created_at"": ""2017-10-06T09:28:18+00:00""}]",@AppleSupport should listening to one album on Apple Music take your phone battery from 100% to 30% on the iPhone 6 Plus?,STANDARD,BATTERY_DRAIN,BATTERY_DRAIN,TROUBLESHOOTING,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_battery_drain,We know how important good battery performance is. Check your battery health and app usage under Settings > Battery. Avoid extreme temperatures and review our tips here: https://support.apple.com/HT208387,Genuine battery performance inquiry resolvable by official Apple Battery guidelines.,lead_adjudicator,APPROVED
1296314,BILLING_DISPUTE,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""1296314"", ""author_id"": ""422997"", ""text"": ""@AppleSupport I paid my Apple Music bill on 18/10... so why has my access been stopped?! https://t.co/qOmpmcSCjE"", ""created_at"": ""2017-10-26T20:38:56+00:00""}]",@AppleSupport I paid my Apple Music bill on 18/10... so why has my access been stopped?! https://t.co/qOmpmcSCjE,STANDARD,BILLING_DISPUTE,BILLING_DISPUTE,REFUND,HANDOFF,POLICY_REQUIRES_HUMAN,apple_faq_general_handoff,"For detailed billing inquiries and account verification, please send us a DM so an advisor can securely review your account.",Complex or unverified billing issue requiring advisor account access.,lead_adjudicator,APPROVED
2594402,DEVICE_BOOT,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""2590401"", ""author_id"": ""733720"", ""text"": ""Since updating my Mac computer operating system to High Sierra ... I’ve had all kinds of problems. Suggestions? @115858"", ""created_at"": ""2017-11-17T01:07:10+00:00""}, {""tweet_id"": ""2590402"", ""author_id"": ""733720"", ""text"": ""@115858 Freezing up, keyboard won’t work, very slow, programs quit."", ""created_at"": ""2017-11-17T02:16:35+00:00""}, {""tweet_id"": ""2594399"", ""author_id"": ""AppleSupport"", ""text"": ""@733720 Please tell us which version of macOS High Sierra you're running. You'll see this by going to  &gt; About this Mac."", ""created_at"": ""2017-11-17T03:04:10+00:00""}, {""tweet_id"": ""2594400"", ""author_id"": ""733720"", ""text"": ""@AppleSupport Version 10.13.1"", ""created_at"": ""2017-11-17T04:22:27+00:00""}, {""tweet_id"": ""2594401"", ""author_id"": ""AppleSupport"", ""text"": ""@733720 Thank you. Let’s boot the computer into safe mode and see if the same thing happens please. Here’s a link that will tell you how to do that: https://t.co/PQ4LSYhUTY"", ""created_at"": ""2017-11-17T13:40:00+00:00""}, {""tweet_id"": ""2594402"", ""author_id"": ""733720"", ""text"": ""@AppleSupport Thank you. It rebooted and seems to run fine in safe mode."", ""created_at"": ""2017-11-17T14:07:51+00:00""}]",@AppleSupport Thank you. It rebooted and seems to run fine in safe mode.,STANDARD,DEVICE_BOOT,DEVICE_BOOT,TROUBLESHOOTING,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_device_boot,"Let's help get your device working smoothly again. Try a force restart by pressing and releasing Volume Up, then Volume Down, and hold the Side button until the Apple logo appears: https://support.apple.com/HT201412",Frozen device or boot failure issue covered by official Apple Force Restart guide.,lead_adjudicator,APPROVED
1710019,HIGH_RISK,Hard safety case,"[{""tweet_id"": ""1710021"", ""author_id"": ""518092"", ""text"": ""Tbh I️ proofread important texts more than my homework"", ""created_at"": ""2017-11-07T00:41:32+00:00""}, {""tweet_id"": ""1710019"", ""author_id"": ""518092"", ""text"": ""@AppleSupport fix this nonsense. My fire tweet now looks like a buffoon wrote it"", ""created_at"": ""2017-11-07T00:42:36+00:00""}]",@AppleSupport fix this nonsense. My fire tweet now looks like a buffoon wrote it,STANDARD,UNKNOWN,UNKNOWN,SAFETY_ESCALATION,HANDOFF,HIGH_RISK_FLAG,apple_faq_general_handoff,Your safety is our top priority. We are immediately escalating this matter to a senior specialist. Please DM us your contact information.,Safety or legal risk keyword detected; requires immediate human intervention.,lead_adjudicator,APPROVED
1473855,UNKNOWN,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""1473858"", ""author_id"": ""462141"", ""text"": ""@AppleSupport safari keeps crashing because of an 'nsrange exception' dont know what to do"", ""created_at"": ""2017-11-02T20:40:51+00:00""}, {""tweet_id"": ""1473857"", ""author_id"": ""AppleSupport"", ""text"": ""@462141 We're here for you. What device are you experiencing this issue on?"", ""created_at"": ""2017-11-02T22:50:00+00:00""}, {""tweet_id"": ""1473855"", ""author_id"": ""462141"", ""text"": ""@AppleSupport MacBook Pro current generation on latest OS X non beta release"", ""created_at"": ""2017-11-03T00:54:19+00:00""}]",@AppleSupport MacBook Pro current generation on latest OS X non beta release,STANDARD,UNKNOWN,UNKNOWN,GENERAL_INQUIRY,HANDOFF,LOW_INTENT_CONFIDENCE,apple_faq_general_handoff,We'd like to learn more about what you're experiencing. Please DM us your device model and details so we can help.,"Ambiguous, out-of-scope, or multilingual tweet requiring human agent intake.",lead_adjudicator,APPROVED
2139861,UPDATE_FAILURE,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""2139861"", ""author_id"": ""629313"", ""text"": ""I HAVE A QUESTION: why can't i get ios11? i have an iphone 6 but the update isnt even available for me &amp; it says my device is up to date 🙄"", ""created_at"": ""2017-11-08T21:53:08+00:00""}]",I HAVE A QUESTION: why can't i get ios11? i have an iphone 6 but the update isnt even available for me &amp; it says my device is up to date 🙄,STANDARD,UPDATE_FAILURE,UPDATE_FAILURE,TROUBLESHOOTING,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_update_failure,We want to help ensure your update goes smoothly. Make sure your device has sufficient free storage under Settings > General > iPhone Storage and is connected to Wi-Fi: https://support.apple.com/HT204204,iOS update installation issue covered by official update KB.,lead_adjudicator,APPROVED
1937313,ACCOUNT_ACCESS,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""1937313"", ""author_id"": ""576338"", ""text"": ""@115858 I need helppppp. I’ve been locked out of my account for a week. Y’all can’t help but you’re quick to take money for Apple Music so.."", ""created_at"": ""2017-10-27T23:49:25+00:00""}]",@115858 I need helppppp. I’ve been locked out of my account for a week. Y’all can’t help but you’re quick to take money for Apple Music so..,STANDARD,ACCOUNT_ACCESS,ACCOUNT_ACCESS,ACCOUNT_RECOVERY,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_account_password,We're here to help you regain access to your account securely. You can reset your password or unlock your Apple ID at https://iforgot.apple.com or from a trusted Apple device.,Standard Apple ID recovery handled via official iforgot self-service flow.,lead_adjudicator,APPROVED
247124,BATTERY_DRAIN,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""247124"", ""author_id"": ""174706"", ""text"": ""@115858 You guys any closer to sorting out the battery draining issues with ios11? It’s killing my phone within a few hours."", ""created_at"": ""2017-10-05T14:36:43+00:00""}]",@115858 You guys any closer to sorting out the battery draining issues with ios11? It’s killing my phone within a few hours.,STANDARD,BATTERY_DRAIN,BATTERY_DRAIN,TROUBLESHOOTING,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_battery_drain,We know how important good battery performance is. Check your battery health and app usage under Settings > Battery. Avoid extreme temperatures and review our tips here: https://support.apple.com/HT208387,Genuine battery performance inquiry resolvable by official Apple Battery guidelines.,lead_adjudicator,APPROVED
656358,BILLING_DISPUTE,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""656358"", ""author_id"": ""276164"", ""text"": ""Dear @AppleSupport @115858 I can't seem to update my billing info. Please assist"", ""created_at"": ""2017-11-22T22:01:48+00:00""}]",Dear @AppleSupport @115858 I can't seem to update my billing info. Please assist,STANDARD,BILLING_DISPUTE,BILLING_DISPUTE,REFUND,HANDOFF,POLICY_REQUIRES_HUMAN,apple_faq_general_handoff,"For detailed billing inquiries and account verification, please send us a DM so an advisor can securely review your account.",Complex or unverified billing issue requiring advisor account access.,lead_adjudicator,APPROVED
1140618,DEVICE_BOOT,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""1140618"", ""author_id"": ""388500"", ""text"": ""Question iPhone users: anyone else having this issue where an app gets stuck in data transfer? Constantly rebooting my phone @AppleSupport https://t.co/m9pN9lQmyB"", ""created_at"": ""2017-10-15T15:14:20+00:00""}]",Question iPhone users: anyone else having this issue where an app gets stuck in data transfer? Constantly rebooting my phone @AppleSupport https://t.co/m9pN9lQmyB,STANDARD,DEVICE_BOOT,DEVICE_BOOT,TROUBLESHOOTING,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_device_boot,"Let's help get your device working smoothly again. Try a force restart by pressing and releasing Volume Up, then Volume Down, and hold the Side button until the Apple logo appears: https://support.apple.com/HT201412",Frozen device or boot failure issue covered by official Apple Force Restart guide.,lead_adjudicator,APPROVED
249171,HIGH_RISK,Hard safety case,"[{""tweet_id"": ""249171"", ""author_id"": ""175197"", ""text"": ""@115858 @118721 I paid for a product. I should not have to fight to obtain that product I paid for. You don't help soon. A lawyer will call."", ""created_at"": ""2017-10-05T15:59:51+00:00""}]",@115858 @118721 I paid for a product. I should not have to fight to obtain that product I paid for. You don't help soon. A lawyer will call.,STANDARD,UNKNOWN,UNKNOWN,SAFETY_ESCALATION,HANDOFF,HIGH_RISK_FLAG,apple_faq_general_handoff,Your safety is our top priority. We are immediately escalating this matter to a senior specialist. Please DM us your contact information.,Safety or legal risk keyword detected; requires immediate human intervention.,lead_adjudicator,APPROVED
553601,UNKNOWN,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""553601"", ""author_id"": ""249125"", ""text"": ""Why is my phone keep acting like it’s cutting off then taking me back to my lock screen @AppleSupport on 98% 🧐"", ""created_at"": ""2017-12-02T16:22:21+00:00""}]",Why is my phone keep acting like it’s cutting off then taking me back to my lock screen @AppleSupport on 98% 🧐,STANDARD,UNKNOWN,HARDWARE_DAMAGE,REPAIR,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_hardware_damage,We can help you get your device repaired. You can view repair pricing and schedule an appointment at an Apple Store or Authorized Service Provider at https://getsupport.apple.com.,Physical hardware damage resolvable via Apple Store Genius Bar appointment link.,lead_adjudicator,APPROVED
1275786,UPDATE_FAILURE,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""1275795"", ""author_id"": ""363365"", ""text"": ""@363366 @AppleSupport Unknown error number 3004"", ""created_at"": ""2017-10-17T05:48:59+00:00""}, {""tweet_id"": ""1275794"", ""author_id"": ""363366"", ""text"": ""@363365 @AppleSupport What version of iOS was installed already on the iPad?"", ""created_at"": ""2017-10-17T05:51:19+00:00""}, {""tweet_id"": ""1275793"", ""author_id"": ""363365"", ""text"": ""@363366 @AppleSupport 10.3 I think"", ""created_at"": ""2017-10-17T05:51:46+00:00""}, {""tweet_id"": ""1275791"", ""author_id"": ""363366"", ""text"": ""@363365 @AppleSupport Download the suitable iOS for your device externally. https://t.co/MQKEQWus4H And then try to restore. This always works"", ""created_at"": ""2017-10-17T05:53:49+00:00""}, {""tweet_id"": ""1275789"", ""author_id"": ""363365"", ""text"": ""@363366 @AppleSupport https://t.co/lEjJCydG9Z"", ""created_at"": ""2017-10-17T06:00:07+00:00""}, {""tweet_id"": ""1275786"", ""author_id"": ""363366"", ""text"": ""@363365 @AppleSupport Plus you will need to download iOS 10.3 file first. Coz iTunes by default must be trying to download the iOS 11 firmware"", ""created_at"": ""2017-10-17T06:20:38+00:00""}]",@363365 @AppleSupport Plus you will need to download iOS 10.3 file first. Coz iTunes by default must be trying to download the iOS 11 firmware,STANDARD,UPDATE_FAILURE,BILLING_DISPUTE,REFUND,HANDOFF,POLICY_REQUIRES_HUMAN,apple_faq_general_handoff,"For detailed billing inquiries and account verification, please send us a DM so an advisor can securely review your account.",Complex or unverified billing issue requiring advisor account access.,lead_adjudicator,APPROVED
1395085,ACCOUNT_ACCESS,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""1395085"", ""author_id"": ""443184"", ""text"": ""@115858 how easy would it be to change the account the direct debit for my Apple Music subscription?"", ""created_at"": ""2017-10-28T10:56:05+00:00""}]",@115858 how easy would it be to change the account the direct debit for my Apple Music subscription?,STANDARD,ACCOUNT_ACCESS,BILLING_DISPUTE,REFUND,HANDOFF,POLICY_REQUIRES_HUMAN,apple_faq_general_handoff,"For detailed billing inquiries and account verification, please send us a DM so an advisor can securely review your account.",Complex or unverified billing issue requiring advisor account access.,lead_adjudicator,APPROVED
1857959,BATTERY_DRAIN,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""1857959"", ""author_id"": ""555573"", ""text"": ""@AppleSupport why is the battery life so much worse with the new update? My phone is literally lasting 5 hours max 😩"", ""created_at"": ""2017-10-19T11:12:53+00:00""}]",@AppleSupport why is the battery life so much worse with the new update? My phone is literally lasting 5 hours max 😩,STANDARD,BATTERY_DRAIN,BATTERY_DRAIN,TROUBLESHOOTING,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_battery_drain,We know how important good battery performance is. Check your battery health and app usage under Settings > Battery. Avoid extreme temperatures and review our tips here: https://support.apple.com/HT208387,Genuine battery performance inquiry resolvable by official Apple Battery guidelines.,lead_adjudicator,APPROVED
2813642,BILLING_DISPUTE,Intent-stratified sample; suggested intent is not a label.,"[{""tweet_id"": ""2813642"", ""author_id"": ""202924"", ""text"": ""@AppleSupport why was I charged for something I have a free trial on! That literally started today!"", ""created_at"": ""2017-11-27T01:37:47+00:00""}]",@AppleSupport why was I charged for something I have a free trial on! That literally started today!,STANDARD,BILLING_DISPUTE,BILLING_DISPUTE,REFUND,AUTO_REPLY,ALL_POLICIES_PASSED,apple_faq_billing_refund,You can review your purchase history and submit a refund request for App Store charges directly at https://reportaproblem.apple.com.,Direct self-service refund inquiry routed to official reportaproblem portal.,lead_adjudicator,APPROVED
